user_id,email,full_name,address,password_hash,balance,is_seller
cdd7a3eb-6920-4c20-805e-3d85de5a6289,lewisdouglas@example.org,Sarah Ford,"778 Wyatt Point
New Sarahbury, IL 97430",7b79dc18d2163601785cbc7aa981da283601e8f84ad20cebfbb86dbef0ecab1a,3659.32,False
c3264856-37ac-431f-9115-5e2d420e0c77,kingtiffany@example.net,David Howard,"911 Martin Vista
Griffinmouth, MN 16380",58e06e68336941d09bd274e66a163ae93f8784d6d5fde1fd751c1217e41d574a,8861.9,True
e2d86ebc-1675-427f-909b-79f29810d8b0,christopher37@example.com,Michelle Blackburn,"912 Alyssa Ville Apt. 923
Port Michaelmouth, IN 39662",40250dff997e1d18aae9652ab7bbde50329f6efa71e02da06240ca360cf1d6a2,5157.67,False
f76cccf3-3534-469b-9265-b328745ea62e,bjohnson@example.net,Christopher Lucas,"15544 Anthony Port Suite 976
Taylorhaven, IL 17291",5a3c8a8ec729eb91216f93acea89a5a45cb34b3840a3759b9480eedaec6aa173,5847.55,True
10dfe5a8-8fd8-4671-b9fe-40f760dd60f5,tammy38@example.net,Bonnie Hebert,"022 Sabrina Curve
New Dawn, DE 95918",19d9c29c100d45671c68602365e9be4fdd1bcf3f7f27f9eb396aba4615f0e2b7,500.03,False
1c4a45bc-a65b-4981-a038-987bbacf23e2,parkscaleb@example.org,Dennis Wright,"7782 Susan Crossroad
Blankenshipmouth, KY 43050",2860494d222c894c0e241dfc9c9f37dfc26fea0daacabab7d1a66b856dba326f,9702.19,False
b8b1bfee-ba7f-4eb4-85e4-a20c753acbdc,qkeller@example.org,Vanessa Yang,"500 Bryan Circle
Jonathanland, AZ 24934",8b0b48b969e4ffc98b0e196dec1cac573d57773103040a1f61bea01ef837e11d,3365.67,True
a0c5caad-8ae0-4541-be33-5a2f5176e0bb,combspaul@example.org,Kayla Lynn,"2381 Alvarez Corner Apt. 640
East Lisamouth, IA 40363",e0c246169d013046ff93c34d29e6a2c3e31690c6f4c43753dcc67503e2b5d3f4,7702.18,True
656a7ceb-7610-4564-a88a-8a44df6db979,julieroberts@example.net,Theresa Rice,"69966 Ruth Forge
Thomasside, TN 05686",b08eabfbb58a16d9a6fd0f5bd1f8cbf2d08bdb028224f27a4c55357bb008534a,3267.11,True
98abba24-5443-4498-bbde-bcfe701a43f9,xkelly@example.com,Richard Patterson,"9389 Barry Drives
South Shannon, WY 74794",62a0ba76fe10444f2af70ffd4917f969f66d150228bf44abec90d9787946b671,8222.21,True
ede23bcb-46a6-4d49-aafe-e11a1963e5bf,alyssa04@example.com,Matthew Ewing DDS,"06785 Smith Burgs Suite 064
South Melissamouth, FM 64252",e4db9659ae8e4a69a4c993ed04cac892f463c7e62be37d87b76d66478c2391bc,8147.3,False
76b0525f-399a-49b6-9d77-156485a8e4cd,droberts@example.net,Alison Green,"1969 Raymond Circle
Lake Alejandra, HI 87434",9df8c86ca8097a64ebd9444e218f6bcad5eaa13f2bcce87c7eba48a03f7e0fa8,6765.1,True
4afc88d8-e66a-4f4c-b902-ee21347ee525,sallywilliams@example.net,Devon Washington,"566 Ramirez Views Suite 933
Montgomeryville, CO 26222",c680ab512273269ec059ebf1c295fe2db98c27591bb2cd7c61b47e21a228d78b,7063.03,True
a0d2f243-0df5-42b1-aeea-5039148b5ea8,gutierrezmelvin@example.com,Johnathan Rocha,"3237 Charles Harbors Suite 067
West Garyside, NC 13538",cecdd5f4d25aa8c5b5d1f3c88b4a507b44c19c80fdb28a683111bb8e9908b3a8,6720.37,False
6a0c9649-0d5f-4ddc-a4d8-1f13269c51b8,ajackson@example.net,Carlos Ballard,"USNV Hawkins
FPO AP 53562",d4d6eff6c3b8832f9cb3ea26d4cda775c2af5b795ea32467b6655bfb65e297b0,2151.08,True
14b13666-4736-4f4f-9d53-2e01ce0c18ba,deniseboyle@example.net,Joshua Stevens,"18291 Justin Inlet Apt. 419
Timothytown, DE 26351",2c0203c8edfb8498a96005becae3bfb96aaf7078674a2e5298939cb05f7ca9e6,6019.21,False
332adbe1-f2f1-4b76-bc78-8219231b5cb3,baileybrenda@example.org,April Wood,"5258 Courtney Ridge Suite 807
West Mary, ID 26550",a5f744ff1d8607557ae0cc66be78839e83ddfb3121183ac343bf578fe1a77c03,3714.12,False
31e32c49-c135-4df3-b6a7-16d69861bbb1,kristijames@example.com,Charles Petersen,"91309 Young Station
Frenchtown, IN 54789",d3831003f21652c0cf5a5de73b1851ba243adb8235870b4f0146fdec3acefaf4,4946.27,False
80cafe3d-8770-4121-a2b7-fa789a85a24c,shawn35@example.net,Brian Owens,"9380 Jones Prairie Apt. 896
Lake Michaelshire, HI 41019",62363e15009a086659bba98500ca223b7a1ce206eae166d66275bf47552c776d,5611.16,False
0a5849ee-6eda-401b-8651-511f4fc0f14b,adrian83@example.com,Alan Petty,"52424 Hampton Springs
Port Paulmouth, CO 60514",0ce0addefba92365dbaff964333d10cc630bc29049d828a83d48ee54a29771b1,9452.37,False
d353c95d-3e92-4865-93d0-bd02dc16411a,bairdjenna@example.net,Deborah Morris,"064 Lucas Island
Port Anna, OR 00760",ebe32dc92b6bf125e5a3a5396ed85a8cc86876ffa4511b3ec6947d3e9d437e28,2499.51,False
734a17ab-ee71-4e0a-b916-7dc0a0e02c96,jilljohns@example.net,Michael Martinez,"64843 Bradshaw Burgs Apt. 495
Port Natashafort, FL 06844",4d874f8853668682cfe1f952b4e5649147683267372e34a4b3c95fb2e49b2d3f,1865.38,False
0e96455c-6021-4053-a84b-57e79f77e763,linda76@example.net,Donald Scott,"843 Hall Shoal
East Tracy, MA 53226",34598a61fc2211a6cbe2b8a3f45bfd77845a9927a5225b568fa22e6b6c371020,3405.93,False
00d68fb6-b69e-406a-91b0-0d2b30414ed5,stephanie22@example.org,Amy Jones,"396 Tapia Isle
Kathrynton, NJ 19576",3efbeabf7c28d314432207e9f9e02b8a9a7ea8a16c394dc0ccd82dbff2ec9893,520.47,True
c352da81-a643-465b-9125-f50ee5cc0c0d,henrymeyer@example.net,Benjamin Davidson,"020 Griffin Gateway Apt. 173
Lake Emily, AK 60006",e012b96484f272dfee207f28f83c5572e609ece330f0ca32ff918141d0b8dc3b,785.0,False
1ce5f29c-ca13-4e06-8cde-0fae5f01306a,agonzalez@example.com,Carrie Burns,"9923 Jason Plains
New Natashaport, NH 95583",bf0725840d1ec182333e7d100b3e28f1f3589278ea59941addcbb55d58b4cc96,1210.48,True
0c8f83db-ef18-4fd4-880e-41fc9714702c,bwhite@example.com,Melissa Richardson,"62447 Amy Island Suite 586
South Franciscoberg, WV 55610",9a34435e970f633b93288a9a68d8cfb4ac52b052f9d709193898aa2faf0508e8,3435.96,True
34242142-c9e1-4b5c-97ce-03e259b38057,garrettsilva@example.org,Jeremiah Parker,"155 Paul Circles Apt. 758
Amandaville, MP 36664",cf97e2c5e37f000d7b5f89c970e4f739fc175a257fcb38028d5492476556e2b9,710.82,True
bfa8f574-6a52-44dc-a320-a3bf2d2a98c2,powellgeorge@example.com,Travis Morales,"35937 Olsen Ramp
Carterview, SC 07943",ba7d0bacc62a6a455b2a6a8aac12beab65478a13d5fc908b852141e75cea5ad1,647.72,True
9ad95a60-8774-4a7a-ba51-3a23d53afa9c,kimberly08@example.org,Shannon Fisher,"Unit 2180 Box 9210
DPO AP 57753",6a928067be2a638f7ab75ec7dce8608763c03c2ea76040f32cc73d6f6ec1485a,8857.79,True
8df9d897-3845-4324-bb6b-a127ae973db9,barbara50@example.com,Stephen Dawson,"653 Elizabeth Crossing
East Joshua, WV 57056",0769dff8e5234b01876ddad9ac4206482d4c9153bd933ed8c83fccd0f6ba0018,2227.79,True
d9402ebc-6faf-4f89-b47a-1014e469fce6,qdennis@example.com,Kellie Buchanan,"652 Kathleen Junctions
Mackbury, ID 75236",d9c0441a41cff045def3738c10578317fd7ba4aa908e837ca5e9555fb933c3fe,6491.39,True
3f800362-e3d4-407d-90c9-67defae00159,everettbriana@example.com,Caitlin Campbell,"6604 Sharp Manors
Herreraville, FL 29490",7f92bd5865f6087f7de02851b650be89f71c1c233ee8667562dba2a8891d7c04,654.72,False
65d688e3-ed59-4639-bf99-37f92d5bf0de,gmoore@example.net,Amy Jackson,"613 Allen Glens Suite 000
West Darrellstad, OK 79912",2a3215681191c60a290b7a45c323ca275c43c41861065721a4d5eb1f3d3ea399,9227.66,False
37ab7aec-6162-426d-a89d-1eed6addb29b,angela84@example.org,Kimberly Kelly,"0880 Alice Manor Suite 548
Crawfordfurt, ME 21958",76126ca39b87c1858e2634cdf751cb2de42a7932740ed35635889aa70e43e76f,840.84,False
d37cd41c-e251-4adb-8e29-4dd8b42a8aff,flemingmelissa@example.net,Matthew Stewart,"07024 Eugene Lakes Suite 803
Port Troy, SC 41577",caa401c25575c4152d08b2ef7d9b2c1fd94e4724e60e61204decff04a10ff14d,7313.61,False
